Matchday,Date,Team 1,FT,HT,Team 2,Comments
1,Fri Aug 24 2018,FC Bayern München,3-1,1-0,TSG 1899 Hoffenheim,
1,Sat Aug 25 2018,SV Werder Bremen,1-1,0-0,Hannover 96,
1,Sat Aug 25 2018,Hertha BSC,1-0,1-0,1. FC Nürnberg,
1,Sat Aug 25 2018,TSV Fortuna 95 Düsseldorf,1-2,1-0,FC Augsburg,
1,Sat Aug 25 2018,SC Freiburg,0-2,0-1,Eintracht Frankfurt,
1,Sat Aug 25 2018,VfL Wolfsburg,2-1,1-0,FC Schalke 04,
1,Sat Aug 25 2018,Borussia Mönchengladbach,2-0,0-0,Bayer 04 Leverkusen,
1,Sun Aug 26 2018,1. FSV Mainz 05,1-0,0-0,VfB Stuttgart,
1,Sun Aug 26 2018,BV Borussia 09 Dortmund,4-1,3-1,RB Leipzig,
2,Fri Aug 31 2018,Hannover 96,0-0,0-0,BV Borussia 09 Dortmund,
2,Sat Sep 1 2018,Eintracht Frankfurt,1-2,0-1,SV Werder Bremen,
2,Sat Sep 1 2018,1. FC Nürnberg,1-1,0-1,1. FSV Mainz 05,
2,Sat Sep 1 2018,Bayer 04 Leverkusen,1-3,1-1,VfL Wolfsburg,
2,Sat Sep 1 2018,TSG 1899 Hoffenheim,3-1,0-1,SC Freiburg,
2,Sat Sep 1 2018,FC Augsburg,1-1,1-0,Borussia Mönchengladbach,
2,Sat Sep 1 2018,VfB Stuttgart,0-3,0-1,FC Bayern München,
2,Sun Sep 2 2018,RB Leipzig,1-1,0-0,TSV Fortuna 95 Düsseldorf,
2,Sun Sep 2 2018,FC Schalke 04,0-2,0-1,Hertha BSC,
3,Fri Sep 14 2018,BV Borussia 09 Dortmund,3-1,1-0,Eintracht Frankfurt,
3,Sat Sep 15 2018,FC Bayern München,3-1,2-1,Bayer 04 Leverkusen,
3,Sat Sep 15 2018,TSV Fortuna 95 Düsseldorf,2-1,1-0,TSG 1899 Hoffenheim,
3,Sat Sep 15 2018,VfL Wolfsburg,2-2,0-0,Hertha BSC,
3,Sat Sep 15 2018,1. FSV Mainz 05,2-1,0-0,FC Augsburg,
3,Sat Sep 15 2018,RB Leipzig,3-2,2-1,Hannover 96,
3,Sat Sep 15 2018,Borussia Mönchengladbach,2-1,1-0,FC Schalke 04,
3,Sun Sep 16 2018,SV Werder Bremen,1-1,1-0,1. FC Nürnberg,
3,Sun Sep 16 2018,SC Freiburg,3-3,1-1,VfB Stuttgart,
4,Fri Sep 21 2018,VfB Stuttgart,0-0,0-0,TSV Fortuna 95 Düsseldorf,
4,Sat Sep 22 2018,1. FC Nürnberg,2-0,0-0,Hannover 96,
4,Sat Sep 22 2018,Hertha BSC,4-2,2-1,Borussia Mönchengladbach,
4,Sat Sep 22 2018,VfL Wolfsburg,1-3,0-2,SC Freiburg,
4,Sat Sep 22 2018,TSG 1899 Hoffenheim,1-1,1-0,BV Borussia 09 Dortmund,
4,Sat Sep 22 2018,FC Augsburg,2-3,1-2,SV Werder Bremen,
4,Sat Sep 22 2018,FC Schalke 04,0-2,0-1,FC Bayern München,
4,Sun Sep 23 2018,Bayer 04 Leverkusen,1-0,0-0,1. FSV Mainz 05,
4,Sun Sep 23 2018,Eintracht Frankfurt,1-1,1-0,RB Leipzig,
5,Tue Sep 25 2018,SV Werder Bremen,3-1,2-0,Hertha BSC,
5,Tue Sep 25 2018,Hannover 96,1-3,0-1,TSG 1899 Hoffenheim,
5,Tue Sep 25 2018,FC Bayern München,1-1,0-0,FC Augsburg,
5,Tue Sep 25 2018,SC Freiburg,1-0,0-0,FC Schalke 04,
5,Wed Sep 26 2018,TSV Fortuna 95 Düsseldorf,1-2,0-0,Bayer 04 Leverkusen,
5,Wed Sep 26 2018,BV Borussia 09 Dortmund,7-0,2-0,1. FC Nürnberg,
5,Wed Sep 26 2018,Borussia Mönchengladbach,3-1,0-0,Eintracht Frankfurt,
5,Wed Sep 26 2018,1. FSV Mainz 05,0-0,0-0,VfL Wolfsburg,
5,Wed Sep 26 2018,RB Leipzig,2-0,1-0,VfB Stuttgart,
6,Fri Sep 28 2018,Hertha BSC,2-0,2-0,FC Bayern München,
6,Sat Sep 29 2018,VfB Stuttgart,2-1,1-0,SV Werder Bremen,
6,Sat Sep 29 2018,FC Schalke 04,1-0,1-0,1. FSV Mainz 05,
6,Sat Sep 29 2018,1. FC Nürnberg,3-0,1-0,TSV Fortuna 95 Düsseldorf,
6,Sat Sep 29 2018,VfL Wolfsburg,2-2,1-1,Borussia Mönchengladbach,
6,Sat Sep 29 2018,TSG 1899 Hoffenheim,1-2,0-0,RB Leipzig,
6,Sat Sep 29 2018,Bayer 04 Leverkusen,2-4,2-0,BV Borussia 09 Dortmund,
6,Sun Sep 30 2018,Eintracht Frankfurt,4-1,2-0,Hannover 96,
6,Sun Sep 30 2018,FC Augsburg,4-1,2-0,SC Freiburg,
7,Fri Oct 5 2018,SV Werder Bremen,2-0,1-0,VfL Wolfsburg,
7,Sat Oct 6 2018,BV Borussia 09 Dortmund,4-3,0-1,FC Augsburg,
7,Sat Oct 6 2018,Hannover 96,3-1,2-0,VfB Stuttgart,
7,Sat Oct 6 2018,TSV Fortuna 95 Düsseldorf,0-2,0-0,FC Schalke 04,
7,Sat Oct 6 2018,1. FSV Mainz 05,0-0,0-0,Hertha BSC,
7,Sat Oct 6 2018,FC Bayern München,0-3,0-2,Borussia Mönchengladbach,
7,Sun Oct 7 2018,SC Freiburg,0-0,0-0,Bayer 04 Leverkusen,
7,Sun Oct 7 2018,TSG 1899 Hoffenheim,1-2,0-1,Eintracht Frankfurt,
7,Sun Oct 7 2018,RB Leipzig,6-0,4-0,1. FC Nürnberg,
8,Fri Oct 19 2018,Eintracht Frankfurt,7-1,3-0,TSV Fortuna 95 Düsseldorf,
8,Sat Oct 20 2018,VfB Stuttgart,0-4,0-3,BV Borussia 09 Dortmund,
8,Sat Oct 20 2018,1. FC Nürnberg,1-3,1-0,TSG 1899 Hoffenheim,
8,Sat Oct 20 2018,Bayer 04 Leverkusen,2-2,1-1,Hannover 96,
8,Sat Oct 20 2018,VfL Wolfsburg,1-3,0-1,FC Bayern München,
8,Sat Oct 20 2018,FC Augsburg,0-0,0-0,RB Leipzig,
8,Sat Oct 20 2018,FC Schalke 04,0-2,0-1,SV Werder Bremen,
8,Sun Oct 21 2018,Hertha BSC,1-1,1-1,SC Freiburg,
8,Sun Oct 21 2018,Borussia Mönchengladbach,4-0,1-0,1. FSV Mainz 05,
9,Fri Oct 26 2018,SC Freiburg,3-1,1-1,Borussia Mönchengladbach,
9,Sat Oct 27 2018,BV Borussia 09 Dortmund,2-2,1-1,Hertha BSC,
9,Sat Oct 27 2018,Hannover 96,1-2,0-1,FC Augsburg,
9,Sat Oct 27 2018,TSV Fortuna 95 Düsseldorf,0-3,0-1,VfL Wolfsburg,
9,Sat Oct 27 2018,1. FSV Mainz 05,1-2,0-1,FC Bayern München,
9,Sat Oct 27 2018,TSG 1899 Hoffenheim,4-0,0-0,VfB Stuttgart,
9,Sun Oct 28 2018,1. FC Nürnberg,1-1,0-0,Eintracht Frankfurt,
9,Sun Oct 28 2018,RB Leipzig,0-0,0-0,FC Schalke 04,
9,Sun Oct 28 2018,SV Werder Bremen,2-6,0-3,Bayer 04 Leverkusen,
10,Fri Nov 2 2018,VfB Stuttgart,0-3,0-2,Eintracht Frankfurt,
10,Sat Nov 3 2018,FC Schalke 04,3-1,0-0,Hannover 96,
10,Sat Nov 3 2018,FC Bayern München,1-1,0-0,SC Freiburg,
10,Sat Nov 3 2018,Bayer 04 Leverkusen,1-4,1-2,TSG 1899 Hoffenheim,
10,Sat Nov 3 2018,VfL Wolfsburg,0-1,0-1,BV Borussia 09 Dortmund,
10,Sat Nov 3 2018,FC Augsburg,2-2,1-0,1. FC Nürnberg,
10,Sat Nov 3 2018,Hertha BSC,0-3,0-1,RB Leipzig,
10,Sun Nov 4 2018,Borussia Mönchengladbach,3-0,0-0,TSV Fortuna 95 Düsseldorf,
10,Sun Nov 4 2018,1. FSV Mainz 05,2-1,1-0,SV Werder Bremen,
11,Fri Nov 9 2018,Hannover 96,2-1,1-0,VfL Wolfsburg,
11,Sat Nov 10 2018,1. FC Nürnberg,0-2,0-0,VfB Stuttgart,
11,Sat Nov 10 2018,SV Werder Bremen,1-3,0-1,Borussia Mönchengladbach,
11,Sat Nov 10 2018,TSV Fortuna 95 Düsseldorf,4-1,0-0,Hertha BSC,
11,Sat Nov 10 2018,SC Freiburg,1-3,0-2,1. FSV Mainz 05,
11,Sat Nov 10 2018,TSG 1899 Hoffenheim,2-1,0-0,FC Augsburg,
11,Sat Nov 10 2018,BV Borussia 09 Dortmund,3-2,0-1,FC Bayern München,
11,Sun Nov 11 2018,RB Leipzig,3-0,1-0,Bayer 04 Leverkusen,
11,Sun Nov 11 2018,Eintracht Frankfurt,3-0,0-0,FC Schalke 04,
12,Fri Nov 23 2018,Bayer 04 Leverkusen,2-0,0-0,VfB Stuttgart,
12,Sat Nov 24 2018,Hertha BSC,3-3,1-2,TSG 1899 Hoffenheim,
12,Sat Nov 24 2018,FC Bayern München,3-3,2-1,TSV Fortuna 95 Düsseldorf,
12,Sat Nov 24 2018,VfL Wolfsburg,1-0,0-0,RB Leipzig,
12,Sat Nov 24 2018,1. FSV Mainz 05,1-2,0-0,BV Borussia 09 Dortmund,
12,Sat Nov 24 2018,FC Augsburg,1-3,0-1,Eintracht Frankfurt,
12,Sat Nov 24 2018,FC Schalke 04,5-2,2-1,1. FC Nürnberg,
12,Sun Nov 25 2018,SC Freiburg,1-1,1-0,SV Werder Bremen,
12,Sun Nov 25 2018,Borussia Mönchengladbach,4-1,2-1,Hannover 96,
13,Fri Nov 30 2018,TSV Fortuna 95 Düsseldorf,0-1,0-0,1. FSV Mainz 05,
13,Sat Dec 1 2018,BV Borussia 09 Dortmund,2-0,1-0,SC Freiburg,
13,Sat Dec 1 2018,VfB Stuttgart,1-0,1-0,FC Augsburg,
13,Sat Dec 1 2018,SV Werder Bremen,1-2,1-1,FC Bayern München,
13,Sat Dec 1 2018,Hannover 96,0-2,0-1,Hertha BSC,
13,Sat Dec 1 2018,TSG 1899 Hoffenheim,1-1,0-0,FC Schalke 04,
13,Sun Dec 2 2018,RB Leipzig,2-0,2-0,Borussia Mönchengladbach,
13,Sun Dec 2 2018,Eintracht Frankfurt,1-2,0-1,VfL Wolfsburg,
13,Mon Dec 3 2018,1. FC Nürnberg,1-1,0-1,Bayer 04 Leverkusen,
14,Fri Dec 7 2018,SV Werder Bremen,3-1,1-1,TSV Fortuna 95 Düsseldorf,
14,Sat Dec 8 2018,FC Schalke 04,1-2,0-1,BV Borussia 09 Dortmund,
14,Sat Dec 8 2018,FC Bayern München,3-0,2-0,1. FC Nürnberg,
14,Sat Dec 8 2018,Bayer 04 Leverkusen,1-0,0-0,FC Augsburg,
14,Sat Dec 8 2018,SC Freiburg,3-0,2-0,RB Leipzig,
14,Sat Dec 8 2018,VfL Wolfsburg,2-2,2-1,TSG 1899 Hoffenheim,
14,Sat Dec 8 2018,Hertha BSC,1-0,1-0,Eintracht Frankfurt,
14,Sun Dec 9 2018,1. FSV Mainz 05,1-1,0-1,Hannover 96,
14,Sun Dec 9 2018,Borussia Mönchengladbach,3-0,0-0,VfB Stuttgart,
15,Fri Dec 14 2018,1. FC Nürnberg,0-2,0-0,VfL Wolfsburg,
15,Sat Dec 15 2018,VfB Stuttgart,2-1,0-1,Hertha BSC,
15,Sat Dec 15 2018,Hannover 96,0-4,0-2,FC Bayern München,
15,Sat Dec 15 2018,TSV Fortuna 95 Düsseldorf,2-0,0-0,SC Freiburg,
15,Sat Dec 15 2018,TSG 1899 Hoffenheim,0-0,0-0,Borussia Mönchengladbach,
15,Sat Dec 15 2018,FC Augsburg,1-1,1-0,FC Schalke 04,
15,Sat Dec 15 2018,BV Borussia 09 Dortmund,2-1,2-1,SV Werder Bremen,
15,Sun Dec 16 2018,RB Leipzig,4-1,2-1,1. FSV Mainz 05,
15,Sun Dec 16 2018,Eintracht Frankfurt,2-1,1-0,Bayer 04 Leverkusen,
16,Tue Dec 18 2018,Borussia Mönchengladbach,2-0,0-0,1. FC Nürnberg,
16,Tue Dec 18 2018,Hertha BSC,2-2,2-2,FC Augsburg,
16,Tue Dec 18 2018,TSV Fortuna 95 Düsseldorf,2-1,1-0,BV Borussia 09 Dortmund,
16,Tue Dec 18 2018,VfL Wolfsburg,2-0,2-0,VfB Stuttgart,
16,Wed Dec 19 2018,FC Schalke 04,1-2,1-2,Bayer 04 Leverkusen,
16,Wed Dec 19 2018,SV Werder Bremen,1-1,0-1,TSG 1899 Hoffenheim,
16,Wed Dec 19 2018,FC Bayern München,1-0,0-0,RB Leipzig,
16,Wed Dec 19 2018,SC Freiburg,1-1,1-1,Hannover 96,
16,Wed Dec 19 2018,1. FSV Mainz 05,2-2,2-2,Eintracht Frankfurt,
17,Fri Dec 21 2018,BV Borussia 09 Dortmund,2-1,1-1,Borussia Mönchengladbach,
17,Sat Dec 22 2018,VfB Stuttgart,1-3,0-1,FC Schalke 04,
17,Sat Dec 22 2018,1. FC Nürnberg,0-1,0-1,SC Freiburg,
17,Sat Dec 22 2018,Hannover 96,0-1,0-0,TSV Fortuna 95 Düsseldorf,
17,Sat Dec 22 2018,Bayer 04 Leverkusen,3-1,2-1,Hertha BSC,
17,Sat Dec 22 2018,RB Leipzig,3-2,2-0,SV Werder Bremen,
17,Sat Dec 22 2018,Eintracht Frankfurt,0-3,0-1,FC Bayern München,
17,Sun Dec 23 2018,FC Augsburg,2-3,0-2,VfL Wolfsburg,
17,Sun Dec 23 2018,TSG 1899 Hoffenheim,1-1,1-1,1. FSV Mainz 05,
18,Fri Jan 18 2019,TSG 1899 Hoffenheim,1-3,0-2,FC Bayern München,
18,Sat Jan 19 2019,Eintracht Frankfurt,3-1,3-0,SC Freiburg,
18,Sat Jan 19 2019,VfB Stuttgart,2-3,0-2,1. FSV Mainz 05,
18,Sat Jan 19 2019,Hannover 96,0-1,0-1,SV Werder Bremen,
18,Sat Jan 19 2019,Bayer 04 Leverkusen,0-1,0-1,Borussia Mönchengladbach,
18,Sat Jan 19 2019,FC Augsburg,1-2,0-1,TSV Fortuna 95 Düsseldorf,
18,Sat Jan 19 2019,RB Leipzig,0-1,0-1,BV Borussia 09 Dortmund,
18,Sun Jan 20 2019,1. FC Nürnberg,1-3,1-1,Hertha BSC,
18,Sun Jan 20 2019,FC Schalke 04,2-1,1-1,VfL Wolfsburg,
19,Fri Jan 25 2019,Hertha BSC,2-2,2-2,FC Schalke 04,
19,Sat Jan 26 2019,BV Borussia 09 Dortmund,5-1,1-0,Hannover 96,
19,Sat Jan 26 2019,Borussia Mönchengladbach,2-0,0-0,FC Augsburg,
19,Sat Jan 26 2019,SC Freiburg,2-4,1-1,TSG 1899 Hoffenheim,
19,Sat Jan 26 2019,VfL Wolfsburg,0-3,0-1,Bayer 04 Leverkusen,
19,Sat Jan 26 2019,1. FSV Mainz 05,2-1,1-1,1. FC Nürnberg,
19,Sat Jan 26 2019,SV Werder Bremen,2-2,1-1,Eintracht Frankfurt,
19,Sun Jan 27 2019,FC Bayern München,4-1,1-1,VfB Stuttgart,
19,Sun Jan 27 2019,TSV Fortuna 95 Düsseldorf,0-4,0-3,RB Leipzig,
20,Fri Feb 1 2019,Hannover 96,0-3,0-1,RB Leipzig,
20,Sat Feb 2 2019,Eintracht Frankfurt,1-1,1-1,BV Borussia 09 Dortmund,
20,Sat Feb 2 2019,1. FC Nürnberg,1-1,0-0,SV Werder Bremen,
20,Sat Feb 2 2019,Hertha BSC,0-1,0-0,VfL Wolfsburg,
20,Sat Feb 2 2019,Bayer 04 Leverkusen,3-1,0-1,FC Bayern München,
20,Sat Feb 2 2019,TSG 1899 Hoffenheim,1-1,1-0,TSV Fortuna 95 Düsseldorf,
20,Sat Feb 2 2019,FC Schalke 04,0-2,0-0,Borussia Mönchengladbach,
20,Sun Feb 3 2019,FC Augsburg,3-0,2-0,1. FSV Mainz 05,
20,Sun Feb 3 2019,VfB Stuttgart,2-2,0-1,SC Freiburg,
21,Fri Feb 8 2019,1. FSV Mainz 05,1-5,1-4,Bayer 04 Leverkusen,
21,Sat Feb 9 2019,BV Borussia 09 Dortmund,3-3,2-0,TSG 1899 Hoffenheim,
21,Sat Feb 9 2019,Hannover 96,2-0,1-0,1. FC Nürnberg,
21,Sat Feb 9 2019,Borussia Mönchengladbach,0-3,0-1,Hertha BSC,
21,Sat Feb 9 2019,SC Freiburg,3-3,1-1,VfL Wolfsburg,
21,Sat Feb 9 2019,RB Leipzig,0-0,0-0,Eintracht Frankfurt,
21,Sat Feb 9 2019,FC Bayern München,3-1,2-1,FC Schalke 04,
21,Sun Feb 10 2019,SV Werder Bremen,4-0,3-0,FC Augsburg,
21,Sun Feb 10 2019,TSV Fortuna 95 Düsseldorf,3-0,1-0,VfB Stuttgart,
22,Fri Feb 15 2019,FC Augsburg,2-3,2-2,FC Bayern München,
22,Sat Feb 16 2019,VfB Stuttgart,1-3,1-1,RB Leipzig,
22,Sat Feb 16 2019,FC Schalke 04,0-0,0-0,SC Freiburg,
22,Sat Feb 16 2019,VfL Wolfsburg,3-0,1-0,1. FSV Mainz 05,
22,Sat Feb 16 2019,TSG 1899 Hoffenheim,3-0,2-0,Hannover 96,
22,Sat Feb 16 2019,Hertha BSC,1-1,1-0,SV Werder Bremen,
22,Sun Feb 17 2019,Eintracht Frankfurt,1-1,1-0,Borussia Mönchengladbach,
22,Sun Feb 17 2019,Bayer 04 Leverkusen,2-0,1-0,TSV Fortuna 95 Düsseldorf,
22,Mon Feb 18 2019,1. FC Nürnberg,0-0,0-0,BV Borussia 09 Dortmund,
23,Fri Feb 22 2019,SV Werder Bremen,1-1,1-1,VfB Stuttgart,
23,Sat Feb 23 2019,Borussia Mönchengladbach,0-3,0-1,VfL Wolfsburg,
23,Sat Feb 23 2019,FC Bayern München,1-0,0-0,Hertha BSC,
23,Sat Feb 23 2019,SC Freiburg,5-1,3-0,FC Augsburg,
23,Sat Feb 23 2019,1. FSV Mainz 05,3-0,1-0,FC Schalke 04,
23,Sat Feb 23 2019,TSV Fortuna 95 Düsseldorf,2-1,0-1,1. FC Nürnberg,
23,Sun Feb 24 2019,Hannover 96,0-3,0-0,Eintracht Frankfurt,
23,Sun Feb 24 2019,BV Borussia 09 Dortmund,3-2,2-1,Bayer 04 Leverkusen,
23,Mon Feb 25 2019,RB Leipzig,1-1,0-1,TSG 1899 Hoffenheim,
24,Fri Mar 1 2019,FC Augsburg,2-1,1-0,BV Borussia 09 Dortmund,
24,Sat Mar 2 2019,Eintracht Frankfurt,3-2,1-1,TSG 1899 Hoffenheim,
24,Sat Mar 2 2019,FC Schalke 04,0-4,0-1,TSV Fortuna 95 Düsseldorf,
24,Sat Mar 2 2019,1. FC Nürnberg,0-1,0-1,RB Leipzig,
24,Sat Mar 2 2019,Hertha BSC,2-1,0-0,1. FSV Mainz 05,
24,Sat Mar 2 2019,Bayer 04 Leverkusen,2-0,1-0,SC Freiburg,
24,Sat Mar 2 2019,Borussia Mönchengladbach,1-5,1-2,FC Bayern München,
24,Sun Mar 3 2019,VfB Stuttgart,5-1,3-0,Hannover 96,
24,Sun Mar 3 2019,VfL Wolfsburg,1-1,0-0,SV Werder Bremen,
25,Fri Mar 8 2019,SV Werder Bremen,4-2,1-1,FC Schalke 04,
25,Sat Mar 9 2019,BV Borussia 09 Dortmund,3-1,0-0,VfB Stuttgart,
25,Sat Mar 9 2019,FC Bayern München,6-0,2-0,VfL Wolfsburg,
25,Sat Mar 9 2019,SC Freiburg,2-1,1-0,Hertha BSC,
25,Sat Mar 9 2019,RB Leipzig,0-0,0-0,FC Augsburg,
25,Sat Mar 9 2019,1. FSV Mainz 05,0-1,0-0,Borussia Mönchengladbach,
25,Sun Mar 10 2019,TSG 1899 Hoffenheim,2-1,1-0,1. FC Nürnberg,
25,Sun Mar 10 2019,Hannover 96,2-3,0-2,Bayer 04 Leverkusen,
25,Mon Mar 11 2019,TSV Fortuna 95 Düsseldorf,0-3,0-0,Eintracht Frankfurt,
26,Fri Mar 15 2019,Borussia Mönchengladbach,1-1,1-1,SC Freiburg,
26,Sat Mar 16 2019,VfB Stuttgart,1-1,0-1,TSG 1899 Hoffenheim,
26,Sat Mar 16 2019,FC Schalke 04,0-1,0-1,RB Leipzig,
26,Sat Mar 16 2019,VfL Wolfsburg,5-2,1-1,TSV Fortuna 95 Düsseldorf,
26,Sat Mar 16 2019,FC Augsburg,3-1,0-1,Hannover 96,
26,Sat Mar 16 2019,Hertha BSC,2-3,2-1,BV Borussia 09 Dortmund,
26,Sun Mar 17 2019,Bayer 04 Leverkusen,1-3,0-2,SV Werder Bremen,
26,Sun Mar 17 2019,Eintracht Frankfurt,1-0,1-0,1. FC Nürnberg,
26,Sun Mar 17 2019,FC Bayern München,6-0,3-0,1. FSV Mainz 05,
27,Fri Mar 29 2019,TSG 1899 Hoffenheim,4-1,1-1,Bayer 04 Leverkusen,
27,Sat Mar 30 2019,BV Borussia 09 Dortmund,2-0,0-0,VfL Wolfsburg,
27,Sat Mar 30 2019,1. FC Nürnberg,3-0,0-0,FC Augsburg,
27,Sat Mar 30 2019,SV Werder Bremen,3-1,2-0,1. FSV Mainz 05,
27,Sat Mar 30 2019,TSV Fortuna 95 Düsseldorf,3-1,3-0,Borussia Mönchengladbach,
27,Sat Mar 30 2019,SC Freiburg,1-1,1-1,FC Bayern München,
27,Sat Mar 30 2019,RB Leipzig,5-0,2-0,Hertha BSC,
27,Sun Mar 31 2019,Hannover 96,0-1,0-1,FC Schalke 04,
27,Sun Mar 31 2019,Eintracht Frankfurt,3-0,1-0,VfB Stuttgart,
28,Fri Apr 5 2019,1. FSV Mainz 05,5-0,3-0,SC Freiburg,
28,Sat Apr 6 2019,VfB Stuttgart,1-1,0-1,1. FC Nürnberg,
28,Sat Apr 6 2019,FC Schalke 04,1-2,1-1,Eintracht Frankfurt,
28,Sat Apr 6 2019,Hertha BSC,1-2,1-1,TSV Fortuna 95 Düsseldorf,
28,Sat Apr 6 2019,Bayer 04 Leverkusen,2-4,2-1,RB Leipzig,
28,Sat Apr 6 2019,VfL Wolfsburg,3-1,1-1,Hannover 96,
28,Sat Apr 6 2019,FC Bayern München,5-0,4-0,BV Borussia 09 Dortmund,
28,Sun Apr 7 2019,FC Augsburg,0-4,0-1,TSG 1899 Hoffenheim,
28,Sun Apr 7 2019,Borussia Mönchengladbach,1-1,0-0,SV Werder Bremen,
29,Fri Apr 12 2019,1. FC Nürnberg,1-1,0-0,FC Schalke 04,
29,Sat Apr 13 2019,VfB Stuttgart,0-1,0-0,Bayer 04 Leverkusen,
29,Sat Apr 13 2019,SV Werder Bremen,2-1,0-0,SC Freiburg,
29,Sat Apr 13 2019,Hannover 96,0-1,0-0,Borussia Mönchengladbach,
29,Sat Apr 13 2019,RB Leipzig,2-0,2-0,VfL Wolfsburg,
29,Sat Apr 13 2019,BV Borussia 09 Dortmund,2-1,2-0,1. FSV Mainz 05,
29,Sun Apr 14 2019,TSG 1899 Hoffenheim,2-0,1-0,Hertha BSC,
29,Sun Apr 14 2019,TSV Fortuna 95 Düsseldorf,1-4,0-2,FC Bayern München,
29,Sun Apr 14 2019,Eintracht Frankfurt,1-3,1-2,FC Augsburg,
30,Sat Apr 20 2019,FC Bayern München,1-0,0-0,SV Werder Bremen,
30,Sat Apr 20 2019,Bayer 04 Leverkusen,2-0,0-0,1. FC Nürnberg,
30,Sat Apr 20 2019,1. FSV Mainz 05,3-1,1-1,TSV Fortuna 95 Düsseldorf,
30,Sat Apr 20 2019,FC Augsburg,6-0,3-0,VfB Stuttgart,
30,Sat Apr 20 2019,Borussia Mönchengladbach,1-2,0-1,RB Leipzig,
30,Sat Apr 20 2019,FC Schalke 04,2-5,0-2,TSG 1899 Hoffenheim,
30,Sun Apr 21 2019,SC Freiburg,0-4,0-1,BV Borussia 09 Dortmund,
30,Sun Apr 21 2019,Hertha BSC,0-0,0-0,Hannover 96,
30,Mon Apr 22 2019,VfL Wolfsburg,1-1,0-0,Eintracht Frankfurt,
31,Fri Apr 26 2019,FC Augsburg,1-4,1-2,Bayer 04 Leverkusen,
31,Sat Apr 27 2019,Eintracht Frankfurt,0-0,0-0,Hertha BSC,
31,Sat Apr 27 2019,BV Borussia 09 Dortmund,2-4,1-2,FC Schalke 04,
31,Sat Apr 27 2019,Hannover 96,1-0,0-0,1. FSV Mainz 05,
31,Sat Apr 27 2019,TSV Fortuna 95 Düsseldorf,4-1,2-1,SV Werder Bremen,
31,Sat Apr 27 2019,RB Leipzig,2-1,1-0,SC Freiburg,
31,Sat Apr 27 2019,VfB Stuttgart,1-0,0-0,Borussia Mönchengladbach,
31,Sun Apr 28 2019,TSG 1899 Hoffenheim,1-4,1-1,VfL Wolfsburg,
31,Sun Apr 28 2019,1. FC Nürnberg,1-1,0-0,FC Bayern München,
32,Fri May 3 2019,1. FSV Mainz 05,3-3,1-2,RB Leipzig,
32,Sat May 4 2019,Hertha BSC,3-1,2-0,VfB Stuttgart,
32,Sat May 4 2019,Borussia Mönchengladbach,2-2,0-1,TSG 1899 Hoffenheim,
32,Sat May 4 2019,FC Bayern München,3-1,2-0,Hannover 96,
32,Sat May 4 2019,VfL Wolfsburg,2-0,1-0,1. FC Nürnberg,
32,Sat May 4 2019,SV Werder Bremen,2-2,0-2,BV Borussia 09 Dortmund,
32,Sun May 5 2019,FC Schalke 04,0-0,0-0,FC Augsburg,
32,Sun May 5 2019,SC Freiburg,1-1,1-1,TSV Fortuna 95 Düsseldorf,
32,Sun May 5 2019,Bayer 04 Leverkusen,6-1,6-1,Eintracht Frankfurt,
33,Sat May 11 2019,BV Borussia 09 Dortmund,3-2,1-0,TSV Fortuna 95 Düsseldorf,
33,Sat May 11 2019,VfB Stuttgart,3-0,1-0,VfL Wolfsburg,
33,Sat May 11 2019,1. FC Nürnberg,0-4,0-0,Borussia Mönchengladbach,
33,Sat May 11 2019,Hannover 96,3-0,1-0,SC Freiburg,
33,Sat May 11 2019,Bayer 04 Leverkusen,1-1,1-0,FC Schalke 04,
33,Sat May 11 2019,TSG 1899 Hoffenheim,0-1,0-1,SV Werder Bremen,
33,Sat May 11 2019,FC Augsburg,3-4,1-0,Hertha BSC,
33,Sat May 11 2019,RB Leipzig,0-0,0-0,FC Bayern München,
33,Sun May 12 2019,Eintracht Frankfurt,0-2,0-0,1. FSV Mainz 05,
34,Sat May 18 2019,FC Schalke 04,0-0,0-0,VfB Stuttgart,
34,Sat May 18 2019,SV Werder Bremen,2-1,1-0,RB Leipzig,
34,Sat May 18 2019,Hertha BSC,1-5,1-2,Bayer 04 Leverkusen,
34,Sat May 18 2019,Borussia Mönchengladbach,0-2,0-1,BV Borussia 09 Dortmund,
34,Sat May 18 2019,FC Bayern München,5-1,1-0,Eintracht Frankfurt,
34,Sat May 18 2019,TSV Fortuna 95 Düsseldorf,2-1,0-0,Hannover 96,
34,Sat May 18 2019,SC Freiburg,5-1,2-0,1. FC Nürnberg,
34,Sat May 18 2019,VfL Wolfsburg,8-1,3-0,FC Augsburg,
34,Sat May 18 2019,1. FSV Mainz 05,4-2,0-2,TSG 1899 Hoffenheim,
